frame,test_file,gt_file,chamfer_distance,accuracy,completeness,hausdorff_distance,precision_10.0,recall_10.0,fscore_10.0,precision_20.0,recall_20.0,fscore_20.0,precision_30.0,recall_30.0,fscore_30.0,precision_50.0,recall_50.0,fscore_50.0,source_filename
44,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0044.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0044.ply,15.644421,12.560759,18.728083,309.60553,0.532569,0.38743,0.448551,0.785675,0.623135,0.695028,0.918402,0.786831,0.847541,0.992983,0.945076,0.968437,FitFluencer_baseline_metrics.csv
45,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0045.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0045.ply,15.578018,12.53042,18.625615,527.941528,0.530219,0.398813,0.455222,0.791521,0.640315,0.707935,0.925035,0.791242,0.852923,0.991857,0.939957,0.96521,FitFluencer_baseline_metrics.csv
46,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0046.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0046.ply,15.920855,12.860974,18.980735,524.524414,0.520752,0.392075,0.447344,0.780846,0.632924,0.699146,0.916631,0.784945,0.845693,0.991215,0.935739,0.962678,FitFluencer_baseline_metrics.csv
47,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0047.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0047.ply,15.147174,12.465596,17.828751,547.185486,0.5366,0.40628,0.462434,0.79361,0.647531,0.713167,0.920069,0.810058,0.861566,0.99449,0.959489,0.976676,FitFluencer_baseline_metrics.csv
48,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0048.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0048.ply,15.498864,12.172188,18.825539,280.561157,0.54679,0.397057,0.460046,0.793576,0.628575,0.701504,0.925926,0.780207,0.846844,0.992507,0.94788,0.96968,FitFluencer_baseline_metrics.csv
49,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0049.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0049.ply,15.834069,12.294686,19.373451,459.829803,0.541169,0.401352,0.46089,0.787855,0.638721,0.705492,0.920595,0.796864,0.854273,0.993919,0.930545,0.961188,FitFluencer_baseline_metrics.csv
50,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0050.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0050.ply,16.39809,12.300233,20.495946,508.63446,0.557676,0.397983,0.464487,0.786608,0.621481,0.694362,0.918724,0.770566,0.838148,0.991768,0.917743,0.953321,FitFluencer_baseline_metrics.csv
51,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0051.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0051.ply,16.242825,12.528671,19.956979,436.662079,0.543083,0.399154,0.460126,0.785622,0.633915,0.701662,0.917683,0.776536,0.84123,0.988047,0.928831,0.957524,FitFluencer_baseline_metrics.csv
52,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0052.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0052.ply,16.719037,12.480887,20.957187,164.044662,0.541529,0.400668,0.460569,0.784755,0.633778,0.701232,0.914831,0.775072,0.839172,0.990716,0.904929,0.945881,FitFluencer_baseline_metrics.csv
53,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0053.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0053.ply,16.500344,12.648082,20.352606,189.087982,0.531748,0.40424,0.459309,0.782158,0.63886,0.703284,0.916158,0.784024,0.844957,0.986701,0.917465,0.950824,FitFluencer_baseline_metrics.csv
54,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0054.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0054.ply,16.539965,12.489554,20.590376,538.535217,0.53254,0.402482,0.458466,0.79004,0.640952,0.707729,0.92281,0.781509,0.846302,0.98805,0.917954,0.951713,FitFluencer_baseline_metrics.csv
55,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0055.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0055.ply,16.719359,12.829155,20.609562,454.667114,0.519534,0.390174,0.445657,0.780466,0.632279,0.698601,0.911412,0.775221,0.837818,0.989231,0.919713,0.953206,FitFluencer_baseline_metrics.csv
56,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0056.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0056.ply,16.85511,12.633071,21.077149,519.001892,0.529158,0.383025,0.444386,0.783228,0.626338,0.696052,0.911663,0.769055,0.834309,0.988284,0.910905,0.948018,FitFluencer_baseline_metrics.csv
57,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0057.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0057.ply,16.580159,12.426685,20.733634,430.117004,0.546818,0.396535,0.459706,0.781437,0.621024,0.692056,0.914173,0.766282,0.83372,0.988419,0.921202,0.953628,FitFluencer_baseline_metrics.csv
58,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0058.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0058.ply,16.791419,12.775482,20.807357,517.178162,0.53245,0.392236,0.451713,0.775747,0.624652,0.692048,0.906852,0.764438,0.829577,0.98773,0.919417,0.95235,FitFluencer_baseline_metrics.csv
59,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0059.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0059.ply,16.936639,12.818412,21.054866,163.521744,0.528235,0.395155,0.452105,0.776568,0.622493,0.691046,0.905903,0.763544,0.828654,0.990253,0.916612,0.95201,FitFluencer_baseline_metrics.csv
60,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0060.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0060.ply,17.195135,12.903563,21.486708,456.51944,0.516872,0.382571,0.439695,0.776702,0.625221,0.692777,0.910265,0.763126,0.830227,0.991703,0.904537,0.946117,FitFluencer_baseline_metrics.csv
61,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0061.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0061.ply,16.753633,12.954601,20.552666,142.797455,0.506116,0.384005,0.436685,0.775997,0.62616,0.693072,0.913026,0.772033,0.836631,0.990853,0.914866,0.951345,FitFluencer_baseline_metrics.csv
62,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0062.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0062.ply,16.753314,13.686255,19.820373,393.244629,0.465017,0.36894,0.411444,0.757136,0.626328,0.685548,0.909864,0.779893,0.83988,0.990797,0.926901,0.957785,FitFluencer_baseline_metrics.csv
63,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0063.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0063.ply,16.309798,13.285491,19.334105,523.476624,0.484281,0.383245,0.427879,0.764955,0.639348,0.696534,0.913518,0.784923,0.844352,0.991715,0.933425,0.961688,FitFluencer_baseline_metrics.csv
64,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0064.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0064.ply,16.125268,12.880096,19.37044,141.148712,0.501006,0.383219,0.434267,0.770152,0.637961,0.697852,0.91632,0.793149,0.850297,0.994826,0.928452,0.960494,FitFluencer_baseline_metrics.csv
65,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0065.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0065.ply,15.813786,12.588749,19.038823,441.161011,0.523726,0.394357,0.449927,0.79063,0.640287,0.707561,0.921309,0.787709,0.849287,0.993089,0.931551,0.961336,FitFluencer_baseline_metrics.csv
66,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0066.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0066.ply,15.416476,12.605702,18.22725,480.559967,0.518233,0.395448,0.44859,0.786166,0.64629,0.709399,0.919647,0.806157,0.85917,0.99363,0.946411,0.969446,FitFluencer_baseline_metrics.csv
67,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0067.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0067.ply,15.604454,12.856389,18.352518,508.273224,0.514507,0.393199,0.445747,0.777001,0.641964,0.703057,0.916192,0.794193,0.850841,0.993735,0.948414,0.970545,FitFluencer_baseline_metrics.csv
68,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0068.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0068.ply,15.509719,12.95556,18.063879,393.368378,0.507828,0.396502,0.445313,0.779648,0.644942,0.705927,0.912973,0.806537,0.856461,0.992055,0.952495,0.971873,FitFluencer_baseline_metrics.csv
69,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0069.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0069.ply,15.261529,12.629177,17.893881,459.575775,0.526338,0.397056,0.452647,0.786307,0.651685,0.712695,0.917408,0.80922,0.859925,0.992827,0.955775,0.973949,FitFluencer_baseline_metrics.csv
70,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0070.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0070.ply,15.291688,12.727365,17.85601,235.398163,0.507564,0.397317,0.445725,0.783237,0.66331,0.718302,0.922037,0.814095,0.86471,0.993297,0.948568,0.970417,FitFluencer_baseline_metrics.csv
71,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0071.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0071.ply,15.483474,12.703095,18.263852,527.396057,0.515251,0.394304,0.446736,0.783176,0.650481,0.710688,0.918651,0.806934,0.859176,0.991422,0.945957,0.968156,FitFluencer_baseline_metrics.csv
72,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0072.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0072.ply,15.273293,12.455779,18.090807,287.592407,0.523983,0.398396,0.45264,0.791734,0.65161,0.714871,0.920108,0.811524,0.862412,0.995047,0.948251,0.971086,FitFluencer_baseline_metrics.csv
73,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0073.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0073.ply,15.704821,12.467111,18.942531,503.853455,0.527746,0.390506,0.44887,0.790128,0.630195,0.701157,0.922141,0.792907,0.852655,0.993497,0.938049,0.964977,FitFluencer_baseline_metrics.csv
74,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0074.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0074.ply,15.29569,12.178909,18.41247,453.755646,0.533412,0.399425,0.456796,0.803386,0.651097,0.719269,0.928395,0.803082,0.861204,0.994192,0.944105,0.968501,FitFluencer_baseline_metrics.csv
75,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0075.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0075.ply,16.187871,12.244487,20.131255,546.643982,0.544516,0.393086,0.456573,0.790412,0.624481,0.697717,0.922631,0.773591,0.841563,0.993879,0.917651,0.954245,FitFluencer_baseline_metrics.csv
76,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0076.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0076.ply,16.710985,12.670911,20.751058,374.394073,0.529973,0.389953,0.449307,0.781861,0.618161,0.69044,0.912856,0.768221,0.834317,0.99163,0.91535,0.951964,FitFluencer_baseline_metrics.csv
77,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0077.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0077.ply,16.687791,12.587479,20.788103,533.24115,0.532021,0.393463,0.45237,0.784628,0.627303,0.6972,0.915627,0.774277,0.839041,0.990787,0.913318,0.950477,FitFluencer_baseline_metrics.csv
78,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0078.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0078.ply,16.979015,12.737594,21.220435,470.982483,0.525687,0.396342,0.451942,0.778307,0.625639,0.693672,0.916925,0.765763,0.834554,0.990569,0.907948,0.94746,FitFluencer_baseline_metrics.csv
79,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0079.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0079.ply,17.120926,12.880851,21.361001,357.810242,0.522222,0.387765,0.44506,0.778529,0.623298,0.692319,0.913609,0.767431,0.834164,0.987085,0.908649,0.946245,FitFluencer_baseline_metrics.csv
80,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0080.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0080.ply,16.860734,12.58508,21.136387,316.24173,0.524867,0.39069,0.447947,0.786339,0.631434,0.700424,0.918875,0.76738,0.836322,0.989608,0.908317,0.947222,FitFluencer_baseline_metrics.csv
81,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0081.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0081.ply,16.845318,12.633356,21.057281,494.822601,0.523328,0.389441,0.446566,0.788819,0.632525,0.702079,0.920413,0.770379,0.838739,0.988645,0.913344,0.949504,FitFluencer_baseline_metrics.csv
82,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0082.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0082.ply,17.120242,13.408434,20.832051,531.663269,0.505421,0.385415,0.437335,0.766673,0.633411,0.6937,0.915646,0.788653,0.847418,0.989645,0.915253,0.950996,FitFluencer_baseline_metrics.csv
83,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0083.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0083.ply,17.052702,12.960353,21.145051,522.718079,0.509363,0.387755,0.440317,0.77841,0.630677,0.696799,0.917893,0.775585,0.840759,0.987007,0.913521,0.948844,FitFluencer_baseline_metrics.csv
84,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0084.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0084.ply,16.951886,13.041869,20.861904,360.130371,0.510082,0.375439,0.432524,0.772431,0.620686,0.688294,0.904513,0.775784,0.835218,0.9874,0.926802,0.956142,FitFluencer_baseline_metrics.csv
85,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0085.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0085.ply,16.770933,13.092496,20.449371,220.766891,0.509448,0.379489,0.434969,0.776278,0.624104,0.691923,0.907684,0.779541,0.838746,0.984751,0.928316,0.955701,FitFluencer_baseline_metrics.csv
86,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0086.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0086.ply,16.889073,13.260398,20.517748,463.052734,0.49945,0.376836,0.429565,0.779785,0.637072,0.701241,0.912728,0.789369,0.846578,0.985209,0.921767,0.952433,FitFluencer_baseline_metrics.csv
87,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0087.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0087.ply,16.670269,13.252558,20.087979,279.407349,0.499622,0.374604,0.428174,0.764673,0.62897,0.690215,0.90702,0.78714,0.842838,0.986422,0.922547,0.953416,FitFluencer_baseline_metrics.csv
88,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0088.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0088.ply,17.025531,13.712243,20.338819,475.206177,0.478237,0.371562,0.418204,0.759167,0.638812,0.693809,0.899314,0.793985,0.843374,0.987972,0.923026,0.954395,FitFluencer_baseline_metrics.csv
89,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0089.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0089.ply,17.06764,13.580902,20.554379,526.215942,0.491792,0.37527,0.425702,0.758025,0.619869,0.682021,0.904324,0.778867,0.83692,0.985811,0.924732,0.954296,FitFluencer_baseline_metrics.csv
90,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0090.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0090.ply,17.078319,13.486359,20.670279,436.084045,0.485348,0.369855,0.419803,0.764574,0.622194,0.686075,0.914536,0.784085,0.844301,0.985269,0.924757,0.954054,FitFluencer_baseline_metrics.csv
91,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0091.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0091.ply,16.889134,13.470091,20.308177,292.369934,0.487431,0.38101,0.4277,0.766582,0.635313,0.694802,0.90804,0.788569,0.844098,0.984142,0.925368,0.953851,FitFluencer_baseline_metrics.csv
92,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0092.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0092.ply,17.237832,13.121927,21.353736,283.783356,0.487111,0.365166,0.417414,0.778997,0.610412,0.684477,0.924175,0.768728,0.839315,0.988988,0.913111,0.949536,FitFluencer_baseline_metrics.csv
93,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0093.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0093.ply,17.25072,13.546813,20.954627,360.583832,0.476702,0.362061,0.411547,0.771652,0.607938,0.680081,0.909859,0.778745,0.839212,0.984531,0.924485,0.953563,FitFluencer_baseline_metrics.csv
94,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0094.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0094.ply,17.206545,13.327842,21.085248,550.469055,0.485878,0.364324,0.416412,0.780731,0.612945,0.686738,0.919213,0.779575,0.843655,0.986486,0.921573,0.952925,FitFluencer_baseline_metrics.csv
95,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0095.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0095.ply,17.316181,13.222529,21.409834,338.508972,0.48625,0.357892,0.412312,0.779077,0.610602,0.684627,0.922918,0.784632,0.848176,0.984535,0.918958,0.950617,FitFluencer_baseline_metrics.csv
96,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0096.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0096.ply,17.54152,13.649059,21.433981,524.081482,0.469728,0.352308,0.402632,0.768977,0.605891,0.677761,0.913612,0.77773,0.840213,0.987023,0.921114,0.95293,FitFluencer_baseline_metrics.csv
97,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0097.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0097.ply,16.822318,13.601523,20.043113,521.323914,0.467034,0.355388,0.403633,0.772269,0.627793,0.692577,0.919985,0.792016,0.851218,0.986329,0.930725,0.957721,FitFluencer_baseline_metrics.csv
98,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0098.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0098.ply,17.773345,13.840819,21.705871,545.021606,0.467184,0.348141,0.398972,0.765785,0.608006,0.677835,0.911787,0.771292,0.835676,0.987585,0.917237,0.951112,FitFluencer_baseline_metrics.csv
99,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0099.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0099.ply,17.48698,13.614824,21.359137,491.669373,0.470329,0.36286,0.409664,0.769994,0.620605,0.687276,0.911422,0.773275,0.836685,0.987802,0.917068,0.951122,FitFluencer_baseline_metrics.csv
100,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0100.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0100.ply,17.679285,14.168061,21.190509,315.209778,0.449497,0.356983,0.397934,0.749782,0.624483,0.681421,0.902765,0.781029,0.837497,0.984541,0.916413,0.949256,FitFluencer_baseline_metrics.csv
101,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0101.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0101.ply,17.321383,13.702588,20.940177,201.480408,0.457839,0.361278,0.403867,0.765065,0.629474,0.690678,0.910653,0.790152,0.846134,0.990411,0.918946,0.953341,FitFluencer_baseline_metrics.csv
102,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0102.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0102.ply,17.473118,13.992478,20.953758,517.365967,0.462106,0.356885,0.402736,0.753477,0.624799,0.683131,0.901665,0.786725,0.840282,0.987875,0.923474,0.954589,FitFluencer_baseline_metrics.csv
103,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0103.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0103.ply,17.336665,14.117059,20.556271,283.944794,0.456469,0.37076,0.409175,0.744243,0.628776,0.681654,0.898863,0.785251,0.838225,0.988422,0.927627,0.95706,FitFluencer_baseline_metrics.csv
104,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0104.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0104.ply,17.683348,14.177745,21.188951,499.07486,0.455641,0.349239,0.395407,0.74574,0.616748,0.675138,0.901765,0.779033,0.835918,0.986275,0.926146,0.955265,FitFluencer_baseline_metrics.csv
105,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0105.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0105.ply,17.372272,14.445352,20.299191,430.391327,0.447799,0.361017,0.399753,0.740503,0.635852,0.684199,0.890058,0.798587,0.841845,0.983398,0.926711,0.954214,FitFluencer_baseline_metrics.csv
106,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0106.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0106.ply,17.631333,14.32718,20.935486,179.991882,0.452858,0.352253,0.39627,0.744107,0.620634,0.676785,0.895146,0.780498,0.8339,0.984561,0.921603,0.952042,FitFluencer_baseline_metrics.csv
107,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0107.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0107.ply,17.614832,14.259671,20.969994,524.834839,0.46013,0.356962,0.402033,0.742151,0.618604,0.674769,0.89497,0.781443,0.834363,0.986993,0.92085,0.952775,FitFluencer_baseline_metrics.csv
108,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0108.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0108.ply,17.92398,14.556547,21.291412,492.887482,0.448505,0.352435,0.394708,0.731412,0.616697,0.669174,0.89427,0.784264,0.835663,0.986115,0.92345,0.953755,FitFluencer_baseline_metrics.csv
109,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0109.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0109.ply,17.248505,14.648439,19.84857,532.459351,0.442676,0.366964,0.40128,0.72713,0.636225,0.678647,0.890399,0.798919,0.842182,0.988782,0.934249,0.960742,FitFluencer_baseline_metrics.csv
110,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0110.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0110.ply,17.526417,14.673437,20.379397,290.897675,0.445216,0.366149,0.40183,0.723757,0.629626,0.673418,0.890019,0.789817,0.836929,0.984983,0.926139,0.954655,FitFluencer_baseline_metrics.csv
111,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0111.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0111.ply,17.838989,14.263227,21.414752,488.522552,0.451627,0.357578,0.399137,0.735149,0.62533,0.675807,0.898168,0.779857,0.834842,0.991185,0.91797,0.953174,FitFluencer_baseline_metrics.csv
112,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0112.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0112.ply,17.849245,14.556996,21.141493,513.036316,0.436792,0.360273,0.394859,0.733194,0.630545,0.678006,0.89552,0.789432,0.839136,0.987502,0.919407,0.952239,FitFluencer_baseline_metrics.csv
113,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0113.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0113.ply,17.906501,14.442614,21.370387,495.234009,0.435978,0.34506,0.385227,0.733313,0.616362,0.669771,0.897254,0.776619,0.832589,0.992269,0.920855,0.955229,FitFluencer_baseline_metrics.csv
114,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0114.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0114.ply,17.799176,14.48248,21.115871,399.682343,0.429083,0.349139,0.385005,0.730996,0.621757,0.671966,0.897321,0.779195,0.834096,0.991603,0.921233,0.955123,FitFluencer_baseline_metrics.csv
115,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0115.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0115.ply,17.963759,14.376916,21.550603,368.341705,0.439565,0.340875,0.38398,0.737714,0.613498,0.669897,0.896611,0.770844,0.828985,0.990023,0.916384,0.951781,FitFluencer_baseline_metrics.csv
116,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0116.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0116.ply,17.410327,14.452512,20.368141,515.447998,0.44077,0.355303,0.393449,0.739135,0.630387,0.680443,0.898704,0.791628,0.841775,0.987625,0.929599,0.957734,FitFluencer_baseline_metrics.csv
117,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0117.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0117.ply,17.499367,14.155224,20.84351,399.786621,0.449793,0.358883,0.399228,0.742226,0.623655,0.677794,0.899385,0.782775,0.837038,0.988668,0.922691,0.954541,FitFluencer_baseline_metrics.csv
118,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0118.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0118.ply,17.463356,14.145973,20.780738,386.704315,0.450668,0.356451,0.39806,0.742522,0.627847,0.680386,0.901911,0.787573,0.840873,0.988929,0.922704,0.954669,FitFluencer_baseline_metrics.csv
119,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0119.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0119.ply,17.011177,13.957598,20.064757,134.731277,0.462988,0.367263,0.409607,0.747172,0.643189,0.691292,0.899801,0.79964,0.846769,0.987447,0.93073,0.95825,FitFluencer_baseline_metrics.csv
120,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0120.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0120.ply,17.822887,13.946568,21.699206,406.458069,0.461406,0.353551,0.400341,0.749101,0.613158,0.674346,0.904043,0.768595,0.830835,0.988063,0.918477,0.952,FitFluencer_baseline_metrics.csv
121,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0121.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0121.ply,17.564851,14.47414,20.655562,541.960144,0.454941,0.362202,0.403309,0.740345,0.638047,0.6854,0.897255,0.789917,0.840172,0.988329,0.922981,0.954538,FitFluencer_baseline_metrics.csv
122,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0122.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0122.ply,17.354797,13.960187,20.749408,458.28186,0.46234,0.362569,0.406421,0.749417,0.628032,0.683376,0.902964,0.786474,0.840703,0.98796,0.922721,0.954227,FitFluencer_baseline_metrics.csv
123,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0123.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0123.ply,17.224537,14.042584,20.406491,476.99115,0.453311,0.362046,0.40257,0.746588,0.636946,0.687423,0.901266,0.79004,0.841996,0.988847,0.927945,0.957428,FitFluencer_baseline_metrics.csv
124,FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0124.ply,FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0124.ply,17.178274,13.782637,20.573911,367.772278,0.463223,0.359562,0.404863,0.755353,0.627398,0.685455,0.912069,0.77872,0.840136,0.988554,0.928361,0.957512,FitFluencer_baseline_metrics.csv
