frame,test_file,gt_file,chamfer_distance,accuracy,completeness,hausdorff_distance,precision_10.0,recall_10.0,fscore_10.0,precision_20.0,recall_20.0,fscore_20.0,precision_30.0,recall_30.0,fscore_30.0,precision_50.0,recall_50.0,fscore_50.0,source_filename
157,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0157.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0157.ply,23.200603,18.345038,28.056169,216.451202,0.3647,0.285897,0.320526,0.644323,0.47717,0.548289,0.807046,0.638694,0.713068,0.953534,0.828513,0.886638,GoodVision_baseline_metrics.csv
158,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0158.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0158.ply,29.784322,24.975511,34.593133,535.150757,0.245377,0.202152,0.221677,0.46641,0.348295,0.39879,0.657427,0.495817,0.565299,0.893325,0.752479,0.816875,GoodVision_baseline_metrics.csv
159,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0159.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0159.ply,34.139061,29.01235,39.265772,506.725769,0.217671,0.170747,0.191374,0.393596,0.29607,0.337938,0.560527,0.422797,0.482016,0.831202,0.668345,0.74093,GoodVision_baseline_metrics.csv
160,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0160.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0160.ply,36.549708,31.057456,42.04196,152.236389,0.199241,0.164688,0.180324,0.361812,0.286367,0.319699,0.516665,0.396397,0.44861,0.803034,0.62377,0.702141,GoodVision_baseline_metrics.csv
161,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0161.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0161.ply,38.928381,33.732199,44.124564,661.402527,0.187774,0.147588,0.165273,0.335682,0.261658,0.294083,0.475959,0.366444,0.414083,0.766669,0.592122,0.668184,GoodVision_baseline_metrics.csv
162,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0162.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0162.ply,38.542223,33.235717,43.848728,629.668091,0.190818,0.152541,0.169546,0.344985,0.265393,0.299999,0.484772,0.36785,0.418294,0.766747,0.592186,0.668255,GoodVision_baseline_metrics.csv
163,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0163.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0163.ply,37.902613,32.355119,43.450108,463.28772,0.189838,0.155052,0.170691,0.348751,0.267347,0.302671,0.495165,0.374877,0.426706,0.785843,0.600928,0.681057,GoodVision_baseline_metrics.csv
164,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0164.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0164.ply,35.999205,30.217655,41.780756,602.559875,0.206574,0.163734,0.182676,0.378027,0.287651,0.326704,0.533021,0.400646,0.457449,0.818917,0.631592,0.713158,GoodVision_baseline_metrics.csv
165,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0165.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0165.ply,34.924462,29.460981,40.387942,320.511932,0.216007,0.169987,0.190253,0.389231,0.296556,0.336632,0.548698,0.414271,0.472102,0.82773,0.658976,0.733776,GoodVision_baseline_metrics.csv
166,GoodVision_UVG-CWI-DQPC_CG_15_0_167_0166.ply,GoodVision_UVG-CWI-DQPC_HE_15_0_167_0166.ply,35.548352,29.995229,41.101475,458.943634,0.210702,0.16514,0.18516,0.382517,0.289881,0.329818,0.539822,0.40325,0.461647,0.824438,0.648247,0.725803,GoodVision_baseline_metrics.csv
0,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0000.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0000.ply,24.59959,18.48661,30.71257,634.740051,0.424515,0.293561,0.347098,0.674682,0.471434,0.555037,0.795385,0.60114,0.684754,0.935235,0.781533,0.851503,Mannequin_baseline_metrics.csv
1,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0001.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0001.ply,24.543663,18.555387,30.53194,473.517426,0.422737,0.292237,0.345577,0.673258,0.473175,0.555757,0.794204,0.606667,0.687883,0.927928,0.77946,0.847239,Mannequin_baseline_metrics.csv
2,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0002.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0002.ply,25.142888,18.624894,31.660881,571.78833,0.420129,0.287551,0.341422,0.666245,0.458344,0.543078,0.79494,0.59293,0.679234,0.924874,0.766714,0.8384,Mannequin_baseline_metrics.csv
3,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0003.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0003.ply,24.819068,18.932129,30.706007,345.410736,0.418715,0.288037,0.341295,0.657193,0.458667,0.54027,0.789486,0.59074,0.675804,0.922534,0.779504,0.845009,Mannequin_baseline_metrics.csv
4,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0004.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0004.ply,25.620176,19.262414,31.977939,513.073181,0.399094,0.272421,0.32381,0.656125,0.454549,0.537045,0.788016,0.586032,0.672178,0.91979,0.761386,0.833125,Mannequin_baseline_metrics.csv
5,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0005.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0005.ply,25.506214,19.065821,31.946607,516.739197,0.41453,0.278901,0.333452,0.662156,0.45769,0.541257,0.791428,0.587297,0.674251,0.919334,0.759158,0.831603,Mannequin_baseline_metrics.csv
6,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0006.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0006.ply,25.660138,19.439189,31.881087,611.487305,0.419143,0.278507,0.33465,0.660434,0.460391,0.542561,0.784228,0.593793,0.675852,0.916491,0.768415,0.835946,Mannequin_baseline_metrics.csv
7,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0007.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0007.ply,30.408038,24.435692,36.380383,419.257294,0.300895,0.22492,0.257419,0.521869,0.373272,0.435237,0.692241,0.501305,0.581501,0.879772,0.706644,0.783761,Mannequin_baseline_metrics.csv
8,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0008.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0008.ply,25.738077,19.42637,32.049784,576.626343,0.421554,0.27952,0.336149,0.661301,0.448619,0.534583,0.776824,0.575751,0.661342,0.917788,0.763878,0.83379,Mannequin_baseline_metrics.csv
9,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0009.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0009.ply,25.447226,19.368959,31.525493,642.774719,0.41264,0.283572,0.336142,0.652632,0.462432,0.54131,0.779481,0.594068,0.67426,0.917345,0.767339,0.835663,Mannequin_baseline_metrics.csv
10,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0010.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0010.ply,25.430971,19.318082,31.543859,625.71698,0.418595,0.284209,0.338554,0.660038,0.459581,0.541864,0.783345,0.586283,0.670637,0.921736,0.766072,0.836726,Mannequin_baseline_metrics.csv
11,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0011.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0011.ply,26.08341,19.913185,32.253635,552.919128,0.400936,0.273762,0.325363,0.647934,0.451107,0.531896,0.768927,0.579529,0.660927,0.912862,0.765539,0.832735,Mannequin_baseline_metrics.csv
12,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0012.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0012.ply,25.618198,19.548908,31.687488,516.448853,0.403978,0.274892,0.327162,0.649452,0.456035,0.535823,0.780924,0.584674,0.668697,0.919747,0.770862,0.838748,Mannequin_baseline_metrics.csv
13,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0013.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0013.ply,26.849885,20.309662,33.390109,347.081726,0.377878,0.255334,0.304748,0.631863,0.429365,0.511294,0.762032,0.56789,0.650791,0.910359,0.752185,0.823748,Mannequin_baseline_metrics.csv
14,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0014.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0014.ply,26.485187,20.346128,32.624246,520.161194,0.380666,0.255568,0.305819,0.631141,0.440361,0.518767,0.767199,0.566317,0.651628,0.908402,0.757876,0.82634,Mannequin_baseline_metrics.csv
15,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0015.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0015.ply,26.960151,20.06414,33.856162,559.315186,0.389272,0.25926,0.311234,0.641382,0.426553,0.51236,0.772234,0.552447,0.644107,0.911604,0.741967,0.818084,Mannequin_baseline_metrics.csv
16,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0016.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0016.ply,25.945448,19.486489,32.404406,537.016296,0.407042,0.273674,0.327293,0.653228,0.451327,0.533825,0.776599,0.57706,0.662123,0.916304,0.762089,0.832112,Mannequin_baseline_metrics.csv
17,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0017.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0017.ply,24.996668,19.010248,30.983089,408.597961,0.411029,0.279964,0.333066,0.658144,0.456205,0.538877,0.784583,0.589649,0.673291,0.920628,0.76948,0.838296,Mannequin_baseline_metrics.csv
18,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0018.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0018.ply,25.530802,19.355617,31.705987,385.286133,0.413398,0.280119,0.333952,0.65347,0.455287,0.536667,0.778729,0.587122,0.669486,0.919695,0.769028,0.83764,Mannequin_baseline_metrics.csv
19,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0019.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0019.ply,25.407898,18.962671,31.853126,557.48291,0.416372,0.282106,0.336334,0.663478,0.457871,0.541825,0.781798,0.586227,0.670033,0.927156,0.766117,0.838979,Mannequin_baseline_metrics.csv
20,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0020.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0020.ply,25.284697,19.079009,31.490385,605.904297,0.410869,0.279627,0.332776,0.661837,0.453977,0.538546,0.784976,0.586537,0.671401,0.923079,0.770219,0.839749,Mannequin_baseline_metrics.csv
21,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0021.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0021.ply,26.042019,19.354233,32.729805,605.892761,0.395571,0.269234,0.320398,0.64805,0.442434,0.525857,0.786226,0.576009,0.664897,0.921954,0.758332,0.832177,Mannequin_baseline_metrics.csv
22,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0022.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0022.ply,26.526415,20.047649,33.005181,660.19928,0.394151,0.265863,0.31754,0.640486,0.438083,0.520293,0.772069,0.574743,0.65895,0.910971,0.756317,0.826471,Mannequin_baseline_metrics.csv
23,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0023.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0023.ply,25.930239,20.049156,31.811322,361.826843,0.39418,0.263466,0.315833,0.635796,0.443915,0.522805,0.769544,0.578579,0.660536,0.911081,0.766138,0.832347,Mannequin_baseline_metrics.csv
24,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0024.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0024.ply,26.092691,19.793452,32.39193,417.18161,0.393469,0.266922,0.318071,0.637233,0.443442,0.522962,0.773232,0.574063,0.658926,0.913879,0.761695,0.830876,Mannequin_baseline_metrics.csv
25,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0025.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0025.ply,26.313855,19.727493,32.900218,397.579224,0.400072,0.272255,0.324014,0.647201,0.450381,0.531144,0.781126,0.577053,0.663758,0.916428,0.757567,0.82946,Mannequin_baseline_metrics.csv
26,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0026.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0026.ply,26.007052,19.580109,32.433996,334.329285,0.414113,0.271443,0.327933,0.657163,0.442819,0.529108,0.77694,0.570417,0.657851,0.910504,0.749248,0.822042,Mannequin_baseline_metrics.csv
27,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0027.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0027.ply,25.364386,19.012539,31.716233,554.539856,0.415328,0.27267,0.329209,0.656552,0.448335,0.532824,0.783559,0.589939,0.673102,0.92074,0.766045,0.836299,Mannequin_baseline_metrics.csv
28,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0028.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0028.ply,25.544726,19.362662,31.72679,629.678894,0.417819,0.278789,0.334431,0.664973,0.455399,0.540585,0.777031,0.587422,0.669052,0.91425,0.758804,0.829306,Mannequin_baseline_metrics.csv
29,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0029.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0029.ply,25.293068,18.846177,31.739958,430.003571,0.411616,0.283734,0.335916,0.661272,0.452833,0.537554,0.787262,0.585479,0.67154,0.922774,0.75811,0.832377,Mannequin_baseline_metrics.csv
30,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0030.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0030.ply,25.511475,19.104819,31.91813,393.338531,0.404027,0.277733,0.329182,0.659236,0.450662,0.535351,0.783426,0.584863,0.669737,0.923636,0.769443,0.839518,Mannequin_baseline_metrics.csv
31,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0031.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0031.ply,25.628309,19.38448,31.872137,352.146423,0.397708,0.275914,0.325801,0.646033,0.452352,0.532116,0.778605,0.58677,0.669211,0.919644,0.763627,0.834405,Mannequin_baseline_metrics.csv
32,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0032.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0032.ply,25.970651,19.852016,32.089286,413.208923,0.395695,0.271545,0.32207,0.644364,0.449408,0.529511,0.773249,0.581624,0.663885,0.915091,0.763518,0.832461,Mannequin_baseline_metrics.csv
33,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0033.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0033.ply,25.546146,19.82148,31.270812,611.401794,0.396626,0.272023,0.322715,0.645213,0.450597,0.530623,0.781207,0.590581,0.672649,0.916569,0.770577,0.837256,Mannequin_baseline_metrics.csv
34,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0034.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0034.ply,32.976561,26.634696,39.318425,665.213989,0.260339,0.193324,0.221882,0.480328,0.338871,0.397387,0.657807,0.462011,0.542792,0.858744,0.674782,0.755729,Mannequin_baseline_metrics.csv
35,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0035.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0035.ply,25.872848,19.353908,32.391788,494.36377,0.412392,0.271844,0.327683,0.660664,0.449866,0.535259,0.784344,0.579314,0.666416,0.918784,0.763679,0.834082,Mannequin_baseline_metrics.csv
36,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0036.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0036.ply,25.290414,18.954371,31.626458,576.764221,0.416378,0.272754,0.3296,0.661625,0.447569,0.533942,0.785129,0.587111,0.671833,0.920052,0.767783,0.837049,Mannequin_baseline_metrics.csv
37,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0037.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0037.ply,25.40175,19.135345,31.668155,654.641418,0.424595,0.293271,0.346921,0.666286,0.465373,0.547994,0.786146,0.585138,0.67091,0.924469,0.758118,0.83307,Mannequin_baseline_metrics.csv
38,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0038.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0038.ply,24.951828,18.688681,31.214974,621.91333,0.421812,0.285656,0.340632,0.668426,0.464809,0.548325,0.789742,0.595424,0.678953,0.925004,0.77359,0.842549,Mannequin_baseline_metrics.csv
39,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0039.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0039.ply,24.898078,18.920899,30.875257,421.221832,0.420607,0.283152,0.338456,0.661174,0.461961,0.5439,0.786037,0.599513,0.68022,0.92375,0.76859,0.839058,Mannequin_baseline_metrics.csv
40,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0040.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0040.ply,25.454696,18.961835,31.947556,558.652527,0.413147,0.282176,0.335326,0.659313,0.460747,0.542429,0.784761,0.589845,0.673483,0.924188,0.765871,0.837614,Mannequin_baseline_metrics.csv
41,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0041.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0041.ply,25.687279,19.276605,32.097952,581.844482,0.411693,0.279568,0.333004,0.652883,0.453124,0.534964,0.785257,0.584371,0.670081,0.918884,0.761497,0.83282,Mannequin_baseline_metrics.csv
42,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0042.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0042.ply,25.755151,19.438952,32.071349,367.432312,0.41237,0.281007,0.334245,0.656421,0.457912,0.539485,0.784033,0.584469,0.6697,0.916126,0.753563,0.826931,Mannequin_baseline_metrics.csv
43,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0043.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0043.ply,26.143236,19.276669,33.009803,388.53714,0.404998,0.268505,0.32292,0.653455,0.446102,0.530227,0.787649,0.579537,0.667754,0.916968,0.758444,0.830207,Mannequin_baseline_metrics.csv
44,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0044.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0044.ply,25.442325,19.358573,31.526077,659.89032,0.401146,0.26874,0.321858,0.650327,0.443443,0.527319,0.78629,0.581552,0.668598,0.917465,0.771609,0.83824,Mannequin_baseline_metrics.csv
45,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0045.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0045.ply,25.525446,19.335873,31.71502,427.219727,0.415523,0.278643,0.333588,0.655813,0.454188,0.536688,0.77711,0.586866,0.66872,0.916274,0.765458,0.834104,Mannequin_baseline_metrics.csv
46,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0046.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0046.ply,31.298772,25.118454,37.479089,658.852173,0.296542,0.21542,0.249554,0.52114,0.364956,0.429283,0.688011,0.493646,0.574843,0.866911,0.69324,0.770409,Mannequin_baseline_metrics.csv
47,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0047.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0047.ply,25.486835,18.930194,32.043476,372.547302,0.40827,0.282494,0.333931,0.660043,0.457483,0.540405,0.784301,0.58637,0.671045,0.921711,0.761517,0.833991,Mannequin_baseline_metrics.csv
48,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0048.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0048.ply,25.161371,18.99267,31.330072,373.862579,0.413575,0.28111,0.334713,0.652699,0.452359,0.534369,0.78262,0.587946,0.671458,0.922315,0.765493,0.836619,Mannequin_baseline_metrics.csv
49,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0049.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0049.ply,25.295662,19.301024,31.2903,431.913177,0.412852,0.281312,0.334619,0.653365,0.452354,0.534589,0.778783,0.581436,0.665794,0.920383,0.772739,0.840124,Mannequin_baseline_metrics.csv
50,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0050.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0050.ply,25.740166,19.77454,31.705791,600.442505,0.405661,0.274115,0.32716,0.649716,0.453482,0.534146,0.776058,0.580797,0.664378,0.91736,0.767694,0.835881,Mannequin_baseline_metrics.csv
51,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0051.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0051.ply,25.948731,19.975337,31.922126,353.733734,0.402509,0.272352,0.324879,0.644044,0.451405,0.530786,0.772922,0.583661,0.66509,0.910168,0.763507,0.830411,Mannequin_baseline_metrics.csv
52,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0052.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0052.ply,25.546438,19.706559,31.386316,427.201691,0.393346,0.264021,0.315962,0.644049,0.448985,0.529111,0.776653,0.582761,0.66588,0.916248,0.768394,0.835833,Mannequin_baseline_metrics.csv
53,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0053.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0053.ply,26.176422,19.708721,32.644123,583.43689,0.403311,0.2661,0.320643,0.644505,0.440686,0.523455,0.774885,0.567261,0.655014,0.916803,0.758532,0.830191,Mannequin_baseline_metrics.csv
54,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0054.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0054.ply,25.896323,19.028967,32.763679,610.213257,0.406437,0.266971,0.322262,0.660521,0.44577,0.532302,0.783392,0.575065,0.663254,0.920025,0.763085,0.834238,Mannequin_baseline_metrics.csv
55,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0055.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0055.ply,25.99317,19.365625,32.620715,346.845947,0.405531,0.270246,0.324347,0.653521,0.445476,0.529807,0.778848,0.5705,0.658588,0.920932,0.758462,0.831838,Mannequin_baseline_metrics.csv
56,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0056.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0056.ply,25.183235,19.352119,31.014352,478.629364,0.405735,0.283116,0.333512,0.65998,0.459486,0.541779,0.781369,0.588826,0.671569,0.917194,0.778662,0.842269,Mannequin_baseline_metrics.csv
57,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0057.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0057.ply,25.545023,19.209169,31.880876,428.250977,0.413588,0.280946,0.334601,0.659307,0.45255,0.536704,0.780015,0.578934,0.664598,0.921942,0.76236,0.834591,Mannequin_baseline_metrics.csv
58,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0058.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0058.ply,25.186069,19.303209,31.068928,622.121399,0.406229,0.276748,0.329215,0.65384,0.453013,0.535207,0.78106,0.585931,0.669569,0.919042,0.771912,0.839076,Mannequin_baseline_metrics.csv
59,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0059.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0059.ply,25.784659,19.218405,32.350914,605.80542,0.402172,0.277822,0.328627,0.648502,0.448468,0.530247,0.779579,0.5795,0.664812,0.921715,0.759623,0.832855,Mannequin_baseline_metrics.csv
60,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0060.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0060.ply,25.716725,19.46094,31.97251,555.910278,0.401295,0.274628,0.326093,0.649449,0.446708,0.529329,0.775887,0.579923,0.663743,0.916015,0.76186,0.831856,Mannequin_baseline_metrics.csv
61,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0061.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0061.ply,25.876533,19.803029,31.950037,553.276428,0.401189,0.26798,0.321326,0.644843,0.446148,0.527402,0.76943,0.581409,0.662334,0.912915,0.769722,0.835226,Mannequin_baseline_metrics.csv
62,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0062.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0062.ply,26.12013,19.900699,32.339561,522.039246,0.396235,0.265875,0.318222,0.64652,0.443328,0.525983,0.774489,0.567254,0.654868,0.910754,0.756403,0.826433,Mannequin_baseline_metrics.csv
63,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0063.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0063.ply,26.129925,19.832588,32.427261,439.72699,0.40221,0.271184,0.32395,0.64834,0.447518,0.529528,0.771172,0.580428,0.662341,0.914031,0.759507,0.829635,Mannequin_baseline_metrics.csv
64,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0064.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0064.ply,32.199554,25.570757,38.828351,541.691284,0.289123,0.213104,0.24536,0.513985,0.361597,0.42453,0.676313,0.481911,0.562798,0.863215,0.686863,0.765007,Mannequin_baseline_metrics.csv
65,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0065.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0065.ply,23.053468,16.700745,29.40619,544.943909,0.465954,0.317178,0.377434,0.713876,0.497727,0.586521,0.82992,0.621159,0.710523,0.946417,0.787366,0.859596,Mannequin_baseline_metrics.csv
66,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0066.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0066.ply,23.030683,17.179968,28.881398,601.783081,0.466911,0.316075,0.376964,0.707798,0.500878,0.586626,0.824719,0.629299,0.713877,0.946065,0.796157,0.864662,Mannequin_baseline_metrics.csv
67,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0067.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0067.ply,24.509793,18.331667,30.68792,395.539795,0.421995,0.290176,0.343886,0.67563,0.469431,0.553965,0.795986,0.606658,0.688545,0.930709,0.776971,0.84692,Mannequin_baseline_metrics.csv
68,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0068.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0068.ply,25.743616,19.139155,32.348077,577.092163,0.409333,0.27835,0.331367,0.655412,0.445226,0.53025,0.78085,0.577175,0.663739,0.918307,0.764607,0.834438,Mannequin_baseline_metrics.csv
69,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0069.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0069.ply,25.508921,19.253942,31.763901,517.39093,0.403024,0.274349,0.326465,0.653842,0.449841,0.532988,0.783813,0.584189,0.669436,0.919712,0.765916,0.835798,Mannequin_baseline_metrics.csv
70,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0070.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0070.ply,25.311945,19.190342,31.433547,617.653809,0.400496,0.281001,0.330272,0.658223,0.456778,0.539303,0.781964,0.584732,0.669116,0.918276,0.767727,0.83628,Mannequin_baseline_metrics.csv
71,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0071.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0071.ply,26.284446,19.946121,32.622771,456.564301,0.399261,0.269854,0.322044,0.64925,0.446223,0.528923,0.775949,0.580322,0.664027,0.913766,0.755231,0.826969,Mannequin_baseline_metrics.csv
72,Mannequin_UVG-CWI-DQPC_CG_15_0_187_0072.ply,Mannequin_UVG-CWI-DQPC_HE_15_0_187_0072.ply,25.864384,19.755694,31.973075,338.42746,0.402826,0.268704,0.322371,0.647329,0.44463,0.527166,0.776343,0.578563,0.663018,0.911043,0.760198,0.828813,Mannequin_baseline_metrics.csv
